"event_id","r_event_id","trigger_id","source","host_group","host_group_id","export_month","exported_at_local","severity","severity_id","status","acknowledged","host","host_id","site_code","problem_raw","problem_signature","opdata","started_at_local","started_at_utc","recovered_at_local","recovered_at_utc","duration_seconds","duration_text","action_count","domain","component","scope","tags_text","tags_json","evidence_label"
"1576592845","1576658689","1263742","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-UPSF2201","17360","SNT","3.2: Battery has high temperature (over 55℃ for 15m)","3.2: battery has high temperature (over 55℃ for <value>)","Current temperature: 34 ℃","2026-04-30T23:56:37+07:00","2026-04-30T16:56:37Z","2026-05-01T00:08:36+07:00","2026-04-30T17:08:36Z","719","11m 59s","0","power","temperature","notice","scope: notice, component: temperature, class: power, target: apc","{""scope"":[""notice""],""component"":[""temperature""],""class"":[""power""],""target"":[""apc""]}","SOURCE FACT"
"1576592844","1576658692","1263741","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-UPSF2201","17360","SNT","3.1: Battery has high temperature (over 55℃ for 15m)","3.1: battery has high temperature (over 55℃ for <value>)","Current temperature: 34 ℃","2026-04-30T23:56:37+07:00","2026-04-30T16:56:37Z","2026-05-01T00:08:36+07:00","2026-04-30T17:08:36Z","719","11m 59s","0","power","temperature","notice","scope: notice, component: temperature, class: power, target: apc","{""scope"":[""notice""],""component"":[""temperature""],""class"":[""power""],""target"":[""apc""]}","SOURCE FACT"
"1576592827","1576658691","1263658","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-UPSF2201","17360","SNT","APC UPS: Battery has high temperature (over 55℃ for 15m)","apc ups: battery has high temperature (over 55℃ for <value>)","Current temperature: 34 ℃","2026-04-30T23:56:37+07:00","2026-04-30T16:56:37Z","2026-05-01T00:08:36+07:00","2026-04-30T17:08:36Z","719","11m 59s","0","power","temperature","notice","scope: notice, component: temperature, class: power, target: apc","{""scope"":[""notice""],""component"":[""temperature""],""class"":[""power""],""target"":[""apc""]}","SOURCE FACT"
"1576570803","1576575664","1401465","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMCPL-VSSPM02","17245","CPL","Git HTTP Monitoring","git http monitoring","","2026-04-30T23:51:46+07:00","2026-04-30T16:51:46Z","2026-04-30T23:52:36+07:00","2026-04-30T16:52:36Z","50","50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576562390","1576571869","1401487","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMCPL-VSSPM04","17247","CPL","Git HTTP Monitoring","git http monitoring","","2026-04-30T23:51:08+07:00","2026-04-30T16:51:08Z","2026-04-30T23:51:59+07:00","2026-04-30T16:51:59Z","51","51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576562350","1576571831","1401424","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSGN-VSSPM02","15357","SGN","Git HTTP Monitoring","git http monitoring","","2026-04-30T23:51:05+07:00","2026-04-30T16:51:05Z","2026-04-30T23:51:56+07:00","2026-04-30T16:51:56Z","51","51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576492361","1576494772","1263658","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-UPSF2201","17360","SNT","APC UPS: Battery has high temperature (over 55℃ for 15m)","apc ups: battery has high temperature (over 55℃ for <value>)","Current temperature: 34 ℃","2026-04-30T23:39:37+07:00","2026-04-30T16:39:37Z","2026-04-30T23:40:37+07:00","2026-04-30T16:40:37Z","60","1m","0","power","temperature","notice","scope: notice, component: temperature, class: power, target: apc","{""scope"":[""notice""],""component"":[""temperature""],""class"":[""power""],""target"":[""apc""]}","SOURCE FACT"
"1576492363","1576494774","1263742","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-UPSF2201","17360","SNT","3.2: Battery has high temperature (over 55℃ for 15m)","3.2: battery has high temperature (over 55℃ for <value>)","Current temperature: 34 ℃","2026-04-30T23:39:36+07:00","2026-04-30T16:39:36Z","2026-04-30T23:40:37+07:00","2026-04-30T16:40:37Z","61","1m 1s","0","power","temperature","notice","scope: notice, component: temperature, class: power, target: apc","{""scope"":[""notice""],""component"":[""temperature""],""class"":[""power""],""target"":[""apc""]}","SOURCE FACT"
"1576492362","1576494773","1263741","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-UPSF2201","17360","SNT","3.1: Battery has high temperature (over 55℃ for 15m)","3.1: battery has high temperature (over 55℃ for <value>)","Current temperature: 34 ℃","2026-04-30T23:39:36+07:00","2026-04-30T16:39:36Z","2026-04-30T23:40:37+07:00","2026-04-30T16:40:37Z","61","1m 1s","0","power","temperature","notice","scope: notice, component: temperature, class: power, target: apc","{""scope"":[""notice""],""component"":[""temperature""],""class"":[""power""],""target"":[""apc""]}","SOURCE FACT"
"1576484030","1576495307","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T23:37:52+07:00","2026-04-30T16:37:52Z","2026-04-30T23:40:52+07:00","2026-04-30T16:40:52Z","180","3m","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1576433964","1576436167","1401426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSGN-VSSPM03","15358","SGN","Git HTTP Monitoring","git http monitoring","","2026-04-30T23:30:07+07:00","2026-04-30T16:30:07Z","2026-04-30T23:30:58+07:00","2026-04-30T16:30:58Z","51","51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576433089","1576435504","1401465","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMCPL-VSSPM02","17245","CPL","Git HTTP Monitoring","git http monitoring","","2026-04-30T23:29:46+07:00","2026-04-30T16:29:46Z","2026-04-30T23:30:37+07:00","2026-04-30T16:30:37Z","51","51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576401854","1576405099","1263742","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-UPSF2201","17360","SNT","3.2: Battery has high temperature (over 55℃ for 15m)","3.2: battery has high temperature (over 55℃ for <value>)","Current temperature: 34 ℃","2026-04-30T23:23:37+07:00","2026-04-30T16:23:37Z","2026-04-30T23:24:36+07:00","2026-04-30T16:24:36Z","59","59s","0","power","temperature","notice","scope: notice, component: temperature, class: power, target: apc","{""scope"":[""notice""],""component"":[""temperature""],""class"":[""power""],""target"":[""apc""]}","SOURCE FACT"
"1576401853","1576405098","1263741","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-UPSF2201","17360","SNT","3.1: Battery has high temperature (over 55℃ for 15m)","3.1: battery has high temperature (over 55℃ for <value>)","Current temperature: 34 ℃","2026-04-30T23:23:37+07:00","2026-04-30T16:23:37Z","2026-04-30T23:24:36+07:00","2026-04-30T16:24:36Z","59","59s","0","power","temperature","notice","scope: notice, component: temperature, class: power, target: apc","{""scope"":[""notice""],""component"":[""temperature""],""class"":[""power""],""target"":[""apc""]}","SOURCE FACT"
"1576366681","1576374596","1401487","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMCPL-VSSPM04","17247","CPL","Git HTTP Monitoring","git http monitoring","","2026-04-30T23:18:08+07:00","2026-04-30T16:18:08Z","2026-04-30T23:18:58+07:00","2026-04-30T16:18:58Z","50","50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576299966","1576319593","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T23:06:53+07:00","2026-04-30T16:06:53Z","2026-04-30T23:10:52+07:00","2026-04-30T16:10:52Z","239","3m 59s","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1576290746","1576296224","1263742","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-UPSF2201","17360","SNT","3.2: Battery has high temperature (over 55℃ for 15m)","3.2: battery has high temperature (over 55℃ for <value>)","Current temperature: 34 ℃","2026-04-30T23:05:37+07:00","2026-04-30T16:05:37Z","2026-04-30T23:06:37+07:00","2026-04-30T16:06:37Z","60","1m","0","power","temperature","notice","scope: notice, component: temperature, class: power, target: apc","{""scope"":[""notice""],""component"":[""temperature""],""class"":[""power""],""target"":[""apc""]}","SOURCE FACT"
"1576290742","1576296223","1263741","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-UPSF2201","17360","SNT","3.1: Battery has high temperature (over 55℃ for 15m)","3.1: battery has high temperature (over 55℃ for <value>)","Current temperature: 34 ℃","2026-04-30T23:05:36+07:00","2026-04-30T16:05:36Z","2026-04-30T23:06:37+07:00","2026-04-30T16:06:37Z","61","1m 1s","0","power","temperature","notice","scope: notice, component: temperature, class: power, target: apc","{""scope"":[""notice""],""component"":[""temperature""],""class"":[""power""],""target"":[""apc""]}","SOURCE FACT"
"1576245263","1576253476","1401487","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMCPL-VSSPM04","17247","CPL","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:58:08+07:00","2026-04-30T15:58:08Z","2026-04-30T22:58:58+07:00","2026-04-30T15:58:58Z","50","50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576223171","1576225449","1401426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSGN-VSSPM03","15358","SGN","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:55:07+07:00","2026-04-30T15:55:07Z","2026-04-30T22:55:58+07:00","2026-04-30T15:55:58Z","51","51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576196984","1576202550","1401393","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSEMS01","15350","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:50:34+07:00","2026-04-30T15:50:34Z","2026-04-30T22:51:24+07:00","2026-04-30T15:51:24Z","50","50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576144643","1576153827","1401424","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSGN-VSSPM02","15357","SGN","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:42:05+07:00","2026-04-30T15:42:05Z","2026-04-30T22:42:56+07:00","2026-04-30T15:42:56Z","51","51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576118495","1576127393","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T22:37:52+07:00","2026-04-30T15:37:52Z","2026-04-30T22:39:52+07:00","2026-04-30T15:39:52Z","120","2m","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1576097115","1576098748","1401485","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMCPL-VSSPM01","17244","CPL","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:34:06+07:00","2026-04-30T15:34:06Z","2026-04-30T22:34:57+07:00","2026-04-30T15:34:57Z","51","51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576073018","1576083920","1401426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSGN-VSSPM03","15358","SGN","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:30:07+07:00","2026-04-30T15:30:07Z","2026-04-30T22:31:57+07:00","2026-04-30T15:31:57Z","110","1m 50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576049133","1576064259","1401427","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSGN-VSEMS01","15355","SGN","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:26:08+07:00","2026-04-30T15:26:08Z","2026-04-30T22:27:59+07:00","2026-04-30T15:27:59Z","111","1m 51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576049111","1576064208","1401424","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSGN-VSSPM02","15357","SGN","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:26:05+07:00","2026-04-30T15:26:05Z","2026-04-30T22:27:56+07:00","2026-04-30T15:27:56Z","111","1m 51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576047952","1576052083","1401395","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSSPM02","15352","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:25:36+07:00","2026-04-30T15:25:36Z","2026-04-30T22:26:27+07:00","2026-04-30T15:26:27Z","51","51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1576032919","1576037096","1401424","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSGN-VSSPM02","15357","SGN","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:22:05+07:00","2026-04-30T15:22:05Z","2026-04-30T22:22:56+07:00","2026-04-30T15:22:56Z","51","51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575982145","1575989474","1401424","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSGN-VSSPM02","15357","SGN","Git HTTP Monitoring","git http monitoring","","2026-04-30T22:14:05+07:00","2026-04-30T15:14:05Z","2026-04-30T22:15:55+07:00","2026-04-30T15:15:55Z","110","1m 50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575880944","1575885606","1401396","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSSPM03","15353","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T21:57:37+07:00","2026-04-30T14:57:37Z","2026-04-30T21:58:27+07:00","2026-04-30T14:58:27Z","50","50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575790251","1575804322","1401393","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSEMS01","15350","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T21:42:34+07:00","2026-04-30T14:42:34Z","2026-04-30T21:45:30+07:00","2026-04-30T14:45:30Z","176","2m 56s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575767781","1575784637","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T21:38:52+07:00","2026-04-30T14:38:52Z","2026-04-30T21:41:53+07:00","2026-04-30T14:41:53Z","181","3m 1s","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1575687516","1575689472","1401321","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMCPL-VSSPM03","17246","CPL","Git HTTP Monitoring","git http monitoring","","2026-04-30T21:25:23+07:00","2026-04-30T14:25:23Z","2026-04-30T21:26:13+07:00","2026-04-30T14:26:13Z","50","50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575591909","1575627583","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T21:08:52+07:00","2026-04-30T14:08:52Z","2026-04-30T21:15:52+07:00","2026-04-30T14:15:52Z","420","7m","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1575546384","1575558836","1401395","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSSPM02","15352","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T21:01:36+07:00","2026-04-30T14:01:36Z","2026-04-30T21:03:27+07:00","2026-04-30T14:03:27Z","111","1m 51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575526138","1575530805","1401395","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSSPM02","15352","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T20:57:36+07:00","2026-04-30T13:57:36Z","2026-04-30T20:58:26+07:00","2026-04-30T13:58:26Z","50","50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575481147","1575486530","1401485","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMCPL-VSSPM01","17244","CPL","Git HTTP Monitoring","git http monitoring","","2026-04-30T20:49:06+07:00","2026-04-30T13:49:06Z","2026-04-30T20:50:57+07:00","2026-04-30T13:50:57Z","111","1m 51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575425952","1575431511","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T20:38:52+07:00","2026-04-30T13:38:52Z","2026-04-30T20:40:52+07:00","2026-04-30T13:40:52Z","120","2m","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1575362064","1575365563","1401395","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSSPM02","15352","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T20:28:36+07:00","2026-04-30T13:28:36Z","2026-04-30T20:29:26+07:00","2026-04-30T13:29:26Z","50","50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575286902","1575322553","1401395","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSSPM02","15352","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T20:15:36+07:00","2026-04-30T13:15:36Z","2026-04-30T20:22:27+07:00","2026-04-30T13:22:27Z","411","6m 51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575247389","1575281691","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T20:07:52+07:00","2026-04-30T13:07:52Z","2026-04-30T20:13:52+07:00","2026-04-30T13:13:52Z","360","6m","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1575174072","1575182785","1401395","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSSPM02","15352","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T19:56:36+07:00","2026-04-30T12:56:36Z","2026-04-30T19:57:27+07:00","2026-04-30T12:57:27Z","51","51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575145362","1575154966","1401395","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSSPM02","15352","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T19:51:36+07:00","2026-04-30T12:51:36Z","2026-04-30T19:52:31+07:00","2026-04-30T12:52:31Z","55","55s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1575068982","1575078264","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T19:37:52+07:00","2026-04-30T12:37:52Z","2026-04-30T19:39:52+07:00","2026-04-30T12:39:52Z","120","2m","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1575068355","1575107921","1329619","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMS2-PSSJP1","30074","MS2","Windows: Host has been restarted (uptime < 10m)","windows: host has been restarted (uptime < <value>)","","2026-04-30T19:37:44+07:00","2026-04-30T12:37:44Z","2026-04-30T19:44:44+07:00","2026-04-30T12:44:44Z","420","7m","0","os","system","notice","scope: notice, component: system, class: os, target: windows","{""scope"":[""notice""],""component"":[""system""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1575065536","1575107928","1329693","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSWS-PSSJP2","30077","SWS","Windows: Host has been restarted (uptime < 10m)","windows: host has been restarted (uptime < <value>)","","2026-04-30T19:37:18+07:00","2026-04-30T12:37:18Z","2026-04-30T19:44:48+07:00","2026-04-30T12:44:48Z","450","7m 30s","0","os","system","notice","scope: notice, component: system, class: os, target: windows","{""scope"":[""notice""],""component"":[""system""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1575024872","1575028010","1401388","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSNT-VSSPM04","15354","SNT","Git HTTP Monitoring","git http monitoring","","2026-04-30T19:30:29+07:00","2026-04-30T12:30:29Z","2026-04-30T19:31:19+07:00","2026-04-30T12:31:19Z","50","50s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1574768152","1574788294","1401426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMSGN-VSSPM03","15358","SGN","Git HTTP Monitoring","git http monitoring","","2026-04-30T18:45:07+07:00","2026-04-30T11:45:07Z","2026-04-30T18:47:58+07:00","2026-04-30T11:47:58Z","171","2m 51s","0","UNKNOWN","UNKNOWN","UNKNOWN","web: http(s)","{""web"":[""http(s)""]}","SOURCE FACT"
"1574727237","1574743501","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T18:36:52+07:00","2026-04-30T11:36:52Z","2026-04-30T18:40:52+07:00","2026-04-30T11:40:52Z","240","4m","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1574557751","1574569995","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T18:07:52+07:00","2026-04-30T11:07:52Z","2026-04-30T18:10:52+07:00","2026-04-30T11:10:52Z","180","3m","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
"1574385404","1574401825","1147426","zabbix_api","All VNM","224","2026-04","2026-06-03T17:53:48+07:00","High","4","RESOLVED","false","VNMMSH-VSDHC01","16501","MSH","Windows: High CPU utilization (over 90% for 5m)","windows: high cpu utilization (over 90% for <value>)","Current utilization: 73.0813 %","2026-04-30T17:36:53+07:00","2026-04-30T10:36:53Z","2026-04-30T17:39:52+07:00","2026-04-30T10:39:52Z","179","2m 59s","0","os","cpu","performance","scope: performance, component: cpu, class: os, target: windows","{""scope"":[""performance""],""component"":[""cpu""],""class"":[""os""],""target"":[""windows""]}","SOURCE FACT"
